Original,POS
"Alternative paths through the project are shown in the decision tree using branches representing different decisions or events, each of which can have associated costs and related individual project risks (including both threats and opportunities).","['JJ', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'VBN', 'IN', 'DT', 'NN', 'NN', 'VBG', 'NNS', 'VBG', 'JJ', 'NNS', 'CC', 'NNS', ',', 'DT', 'IN', 'WDT', 'MD', 'VB', 'VBN', 'NNS', 'CC', 'JJ', 'JJ', 'NN', 'NNS', '(', 'VBG', 'DT', 'NNS', 'CC', 'NNS', ')', '.']"
"The end-points of branches in the decision tree represent the outcome from following that particular path, which can be negative or positive.","['DT', 'NNS', 'IN', 'NNS', 'IN', 'DT', 'NN', 'NN', 'VBP', 'DT', 'NN', 'IN', 'VBG', 'IN', 'JJ', 'NN', ',', 'WDT', 'MD', 'VB', 'JJ', 'CC', 'JJ', '.']"
"The decision tree is evaluated by calculating the expected monetary value of each branch, allowing the optimal path to be selected.","['DT', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'VBG', 'DT', 'VBN', 'JJ', 'NN', 'IN', 'DT', 'NN', ',', 'VBG', 'DT', 'JJ', 'NN', 'TO', 'VB', 'VBN', '.']"
An example decision tree is shown in Figure 11-15.,"['DT', 'NN', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'NNP', 'CD', '.']"
"Decision Definition Decision Node Chance Node Net Path Value Input: Scenario Probability, Input: Cost of Each Decision Computed: Decision to Reward if it Occurs Output: Decision Made Payoffs minus Costs be Made Output: Expected Monetary along Path Value (EMV) 60% Strong Demand $80M ($200M) $80M = $200M - $120M Build New Plant (Invest $120M) $36M = .","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ':', 'NN', 'NNP', ',', 'NNP', ':', 'NN', 'IN', 'DT', 'NNP', 'VBD', ':', 'NN', 'TO', 'VB', 'IN', 'PRP', 'VBZ', 'NNP', ':', 'NN', 'VBD', 'NNP', 'NN', 'NNS', 'VB', 'VBN', 'NNP', ':', 'VBN', 'NNP', 'IN', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'NN', 'JJ', 'NNP', '$', 'CD', '(', '$', 'CD', ')', '$', 'CD', 'NNP', '$', 'CD', ':', '$', 'CD', 'NNP', 'NNP', 'NNP', '(', 'NNP', '$', 'CD', ')', '$', 'CD', 'NNP', '.']"
Weak Demand -$30M .,"['JJ', 'NNP', ':', '$', 'CD', '.']"
EMV (before costs) of Build -$30M = $90M - $120M Build or Upgrade?,"['NNP', '(', 'IN', 'NNS', ')', 'IN', 'NNP', ':', '$', 'CD', 'NNP', '$', 'CD', ':', '$', 'CD', 'NNP', 'CC', 'VBN', '.']"
New Plant considering demand Decision EMV = $46M 60% Strong Demand (the larger of $36M $70M ($120M) and $46M) $70M = $120M - $50M Upgrade Plant (Invest $50M) Decision Node $46M = .,"['NNP', 'NNP', 'VBG', 'NN', 'NNP', 'NNP', 'NNP', '$', 'CD', 'CD', 'NN', 'JJ', 'NNP', '(', 'DT', 'JJR', 'IN', '$', 'CD', '$', 'CD', '(', '$', 'CD', ')', 'CC', '$', 'CD', ')', '$', 'CD', 'NNP', '$', 'CD', ':', '$', 'CD', 'NNP', 'NNP', '(', 'NNP', '$', 'CD', ')', 'NN', 'NNP', '$', 'CD', 'NNP', '.']"
Weak Demand Chance Node $10M .,"['JJ', 'NNP', 'NNP', 'NNP', '$', 'CD', '.']"
"EMV (before costs) of Upgrade $10M = $60M - $50M End of Branch Plant considering demand Note 1: The decision tree shows how to make a decision between alternative capital strategies (represented as ""decision nodes"") when the environment contains uncertain elements (represented as ""chance nodes"").","['NNP', '(', 'IN', 'NNS', ')', 'IN', 'NNP', '$', 'CD', 'NNP', '$', 'CD', ':', '$', 'CD', 'NN', 'IN', 'NNP', 'NNP', 'VBG', 'NN', 'NN', 'CD', ':', 'DT', 'NN', 'NN', 'VBZ', 'WRB', 'TO', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNS', '(', 'VBN', 'IN', '``', 'NN', 'NNS', ""''"", ')', 'WRB', 'DT', 'NN', 'VBZ', 'JJ', 'NNS', '(', 'VBN', 'IN', '``', 'NN', 'NNS', ""''"", ')', '.']"
"Note 2: Here, a decision is being made whether to invest $120M US to build a new plant or to instead invest only $50M US to upgrade the existing plant.","['NN', 'CD', ':', 'RB', ',', 'DT', 'NN', 'VBZ', 'VBG', 'VBN', 'IN', 'TO', 'VB', '$', 'CD', 'NNP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'CC', 'TO', 'RB', 'VB', 'RB', '$', 'CD', 'NNP', 'TO', 'VB', 'DT', 'VBG', 'NN', '.']"
"For each decision, the demand (which is uncertain, and therefore represents a ""chance node"") must be accounted for.","['IN', 'DT', 'NN', ',', 'DT', 'NN', '(', 'WDT', 'VBZ', 'JJ', ',', 'CC', 'RB', 'VBZ', 'DT', '``', 'NN', 'NN', ""''"", ')', 'MD', 'VB', 'VBN', 'IN', '.']"
"For example, strong demand leads to $200M revenue with the new plant but only $120M US for the upgraded plant, perhaps due to capacity limitations of the upgraded plant.","['IN', 'NN', ',', 'JJ', 'NN', 'VBZ', 'TO', '$', 'CD', 'NN', 'IN', 'DT', 'JJ', 'NN', 'CC', 'RB', '$', 'CD', 'NNP', 'IN', 'DT', 'JJ', 'NN', ',', 'RB', 'JJ', 'TO', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']"
The end of each branch shows the net effect of the payoffs minus costs.,"['DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNS', 'NN', 'NNS', '.']"
"For each decision branch, all effects are added (see shaded areas) to determine the overall Expected Monetary Value (EMV) of the decision.","['IN', 'DT', 'NN', 'NN', ',', 'DT', 'NNS', 'VBP', 'VBN', '(', 'VB', 'VBN', 'NNS', ')', 'TO', 'VB', 'DT', 'JJ', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'IN', 'DT', 'NN', '.']"
Remember to account for the investment costs.,"['NNP', 'TO', 'VB', 'IN', 'DT', 'NN', 'NNS', '.']"
"From the calculations in the shaded areas, the upgraded plant has a higher EMV of $46M - also the EMV of the overall decision.","['IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NNS', ',', 'DT', 'JJ', 'NN', 'VBZ', 'DT', 'JJR', 'NN', 'IN', '$', 'CD', ':', 'RB', 'DT', 'NNP', 'IN', 'DT', 'JJ', 'NN', '.']"
Figure 11-15.,"['NN', 'CD', '.']"
Example Decision Tree 435 Influence diagrams.,"['JJ', 'NNP', 'NNP', 'CD', 'NNP', 'NNS', '.']"
Influence diagrams are graphical aids to decision making under uncertainty.,"['NN', 'NNS', 'VBP', 'JJ', 'NNS', 'TO', 'NN', 'VBG', 'IN', 'NN', '.']"
"An influence uu diagram represents a project or situation within the project as a set of entities, outcomes, and influences, together with the relationships and effects between them.","['DT', 'NN', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', ',', 'RB', 'IN', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'PRP', '.']"
"Where an element in the influence diagram is uncertain as a result of the existence of individual project risks or other sources of uncertainty, this can be represented in the influence diagram using ranges or probability distributions.","['WRB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'JJ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'CC', 'JJ', 'NNS', 'IN', 'NN', ',', 'DT', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'NN', 'VBG', 'NNS', 'CC', 'NN', 'NNS', '.']"
"The influence diagram is then evaluated using a simulation technique, such as Monte Carlo analysis, to indicate which elements have the greatest influence on key outcomes.","['DT', 'NN', 'NN', 'VBZ', 'RB', 'VBN', 'VBG', 'DT', 'NN', 'NN', ',', 'JJ', 'IN', 'NNP', 'NNP', 'NN', ',', 'TO', 'VB', 'WDT', 'NNS', 'VBP', 'DT', 'JJS', 'NN', 'IN', 'JJ', 'NNS', '.']"
"Outputs from an influence diagram are similar to other quantitative risk analysis methods, including S-curves and tornado diagrams.","['NNS', 'IN', 'DT', 'NN', 'NN', 'VBP', 'JJ', 'TO', 'JJ', 'JJ', 'NN', 'NN', 'NNS', ',', 'VBG', 'NNS', 'CC', 'JJ', 'NNS', '.']"
PERFORM QUANTITATIVE RISK ANALYSIS: OUTPUTS 11.,"['NNP', 'NNP', 'NNP', 'NNP', ':', 'NN', 'CD', '.']"
PROJECT DOCUMENTS UPDATES Project documents that can be considered as outputs for this process include but are not limited to the risk report described in Section 11.,"['NN', 'NNP', 'NNP', 'NNP', 'NNS', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'CC', 'VBP', 'RB', 'VBN', 'TO', 'DT', 'NN', 'NN', 'VBD', 'IN', 'NNP', 'CD', '.']"
The risk report will be updated to reflect the results of the quantitative risk analysis.,"['DT', 'NN', 'NN', 'MD', 'VB', 'VBN', 'TO', 'VB', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']"
This will typically include: Assessment of overall project risk exposure.,"['DT', 'MD', 'RB', 'VB', ':', 'NN', 'IN', 'JJ', 'NN', 'NN', 'NN', '.']"
"Overall project risk is reflected in two key measures: uu nuChances of project success, indicated by the probability that the project will achieve its key objectives (e.","['JJ', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'CD', 'JJ', 'NNS', ':', 'JJ', 'NNS', 'IN', 'NN', 'NN', ',', 'VBN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'MD', 'VB', 'PRP$', 'JJ', 'NNS', '(', 'NN', '.']"
Detailed probabilistic analysis of the project.,"['VBN', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
"Key outputs from the quantitative risk analysis are presented, uu such as S-curves, tornado diagrams, and criticality analysis, together with a narrative interpretation of the results.","['NNP', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', 'VBP', 'VBN', ',', 'JJ', 'JJ', 'IN', 'NNS', ',', 'JJ', 'NN', ',', 'CC', 'NN', 'NN', ',', 'RB', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNS', '.']"
"Possible detailed results of a quantitative risk analysis may include: nuAmount of contingency reserve needed to provide a specified level of confidence; nuIdentification of individual project risks or other sources of uncertainty that have the greatest effect on the project critical path; and nuMajor drivers of overall project risk, with the greatest influence on uncertainty in project outcomes.","['JJ', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', 'MD', 'VB', ':', 'NN', 'IN', 'NN', 'NN', 'VBD', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', ':', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'CC', 'JJ', 'NNS', 'IN', 'NN', 'WDT', 'VBP', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', 'JJ', 'NN', ':', 'CC', 'JJ', 'NNS', 'IN', 'JJ', 'NN', 'NN', ',', 'IN', 'DT', 'JJS', 'NN', 'IN', 'NN', 'IN', 'NN', 'NNS', '.']"
Prioritized list of individual project risks.,"['NNP', 'NN', 'IN', 'JJ', 'NN', 'NNS', '.']"
"This list includes those individual project risks that pose the greatest uu threat or present the greatest opportunity to the project, as indicated by sensitivity analysis.","['DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NNS', 'WDT', 'VBP', 'DT', 'JJS', 'JJ', 'NN', 'CC', 'VB', 'DT', 'JJS', 'NN', 'TO', 'DT', 'NN', ',', 'IN', 'VBN', 'IN', 'NN', 'NN', '.']"
Trends in quantitative risk analysis results.,"['NNS', 'IN', 'JJ', 'NN', 'NN', 'NNS', '.']"
"As the analysis is repeated at different times during the project life uu cycle, trends may become apparent that inform the planning of risk responses.","['IN', 'DT', 'NN', 'VBZ', 'VBN', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'NN', 'JJ', 'NN', ',', 'NNS', 'MD', 'VB', 'JJ', 'IN', 'VBP', 'DT', 'NN', 'IN', 'NN', 'NNS', '.']"
Recommended risk responses.,"['VBN', 'NN', 'NNS', '.']"
"The risk report may present suggested responses to the level of overall uu project risk exposure or key individual project risks, based on the results of the quantitative risk analysis.","['DT', 'NN', 'NN', 'MD', 'VB', 'JJ', 'NNS', 'TO', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NN', 'NN', 'NN', 'CC', 'JJ', 'JJ', 'NN', 'NNS', ',', 'VBN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']"
These recommendations will form inputs to the Plan Risk Responses process.,"['DT', 'NNS', 'MD', 'VB', 'NNS', 'TO', 'DT', 'NNP', 'NNP', 'NNP', 'NN', '.']"
Part 1 - Guide 436 11.,"['NN', 'CD', ':', 'NNP', 'CD', 'CD', '.']"
"PLAN RISK RESPONSES Plan Risk Responses is the process of developing options, selecting strategies, and agreeing on actions to address overall project risk exposure, as well as to treat individual project risks.","['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'NNS', ',', 'VBG', 'NNS', ',', 'CC', 'VBG', 'IN', 'NNS', 'TO', 'VB', 'JJ', 'NN', 'NN', 'NN', ',', 'RB', 'RB', 'IN', 'TO', 'VB', 'JJ', 'NN', 'NNS', '.']"
The key benefit of this process is that it identifies appropriate ways to address overall project risk and individual project risks.,"['DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'IN', 'PRP', 'VBZ', 'JJ', 'NNS', 'TO', 'VB', 'JJ', 'NN', 'NN', 'CC', 'JJ', 'NN', 'NNS', '.']"
This process also allocates resources and inserts activities into project documents and the project management plan as needed.,"['DT', 'NN', 'RB', 'VBZ', 'NNS', 'CC', 'NNS', 'NNS', 'IN', 'NN', 'NNS', 'CC', 'DT', 'NN', 'NN', 'NN', 'IN', 'VBN', '.']"
This process is performed throughout the project.,"['DT', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN', '.']"
"The inputs, tools and techniques, and outputs of the process are depicted in Figure 11-16.","['DT', 'NNS', ',', 'NNS', 'CC', 'NNS', ',', 'CC', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'VBN', 'IN', 'NNP', 'JJ', '.']"
Figure 11-17 depicts the data flow diagram for the process.,"['NN', 'JJ', 'VBZ', 'DT', 'NNS', 'NN', 'NN', 'IN', 'DT', 'NN', '.']"
Plan Risk Responses Inputs Tools & Techniques Outputs .,"['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', '.']"
Project management plan .,"['NNP', 'NN', 'NN', '.']"
Expert judgment .,"['JJ', 'NN', '.']"
Change requests * Resource management plan .,"['NN', 'NNS', 'VBP', 'NNP', 'NN', 'NN', '.']"
Data gathering .,"['NNP', 'NN', '.']"
Project management plan * Risk management plan * Interviews updates * Cost baseline .,"['NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'VBZ', 'JJ', 'NNP', 'NN', '.']"
Interpersonal and team skills * Schedule management plan .,"['NNP', 'CC', 'NN', 'NNS', 'VBP', 'NNP', 'NN', 'NN', '.']"
Project documents * Facilitation * Cost management plan * Lessons learned register .,"['NN', 'NNS', 'JJ', 'NNP', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'VBD', 'NN', '.']"
Strategies for threats * Quality management plan * Project schedule .,"['NNS', 'IN', 'NNS', 'VBP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', '.']"
Strategies for opportunities * Resource management plan * Project team assignments .,"['NNS', 'IN', 'NNS', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NNS', '.']"
Contingent response * Procurement management * Resource calendars strategies plan * Risk register .,"['JJ', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NNS', 'VBZ', 'NN', 'NNP', 'NNP', 'NN', '.']"
Strategies for overall project * Scope baseline * Risk report risk * Schedule baseline * Stakeholder register .,"['NNS', 'IN', 'JJ', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', '.']"
Data analysis * Cost baseline .,"['NNP', 'NN', 'NN', 'NNP', 'NN', '.']"
Enterprise environmental * Alternatives analysis .,"['NNP', 'JJ', 'NNP', 'NNP', 'NN', '.']"
Project documents updates factors * Cost-benefit analysis * Assumption log .,"['NN', 'NNS', 'VBZ', 'NNS', 'IN', 'JJ', 'NN', 'NNP', 'NNP', 'NN', '.']"
Organizational process assets .,"['NNP', 'NN', 'NNS', '.']"
Decision making * Cost forecasts * Multicriteria decision * Lessons learned register analysis * Project schedule * Project team assignments * Risk register * Risk report Figure 11-16.,"['NN', 'VBG', 'JJ', 'NNP', 'NNS', 'VBP', 'NNP', 'NN', 'NNP', 'NNP', 'VBD', 'JJR', 'NN', 'NN', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNS', 'VBP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'CD', '.']"
"Plan Risk Responses: Inputs, Tools & Techniques, and Outputs 437 Project Management Plan 4.","['NN', 'NNP', 'VBZ', ':', 'NNS', ',', 'NNP', 'CC', 'NNP', ',', 'CC', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', 'CD', '.']"
Perform Project management plan Integrated * Resource management plan * Change requests Change Control * Risk management plan * Cost baseline 11.,"['VB', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NNS', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'NN', 'VBZ', 'NNP', 'NN', 'CD', '.']"
Project Project Plan Risk Management Documents Responses * Project Plan Project management charter plan updates * Schedule management plan Project documents * Cost management plan * Lessons learned register * Quality management plan * Project schedule * Resource management plan * Resource breakdown structure * Procurement management plan * Resource calendars * Scope baseline * Risk register * Schedule baseline * Risk report * Cost baseline * Stakeholder register Project Documents Project documents updates * Assumption log Enterprise/ * Cost forecasts Organization * Lessons learned register * Project schedule * Project team assignments * Enterprise environmental factors * Risk register * Organizational process assets * Risk report Figure 11-17.,"['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'NN', 'NN', 'VBZ', 'JJ', 'NNP', 'NN', 'NN', 'NNP', 'NNS', 'VB', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'VBD', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'VBZ', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'VBD', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NNS', 'VBZ', 'JJ', 'NNP', 'NN', 'NNP', 'NNP', 'NNP', 'NNS', 'NNP', 'NNP', 'NNP', 'VBD', 'NN', 'NN', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNS', 'VBP', 'NNP', 'JJ', 'NNS', 'VBP', 'NNP', 'NN', 'NNP', 'NNP', 'NN', 'NNS', 'NNP', 'NNP', 'NN', 'NNP', 'CD', '.']"
"Plan Risk Responses: Data Flow Diagram Part 1 - Guide 438 Effective and appropriate risk responses can minimize individual threats, maximize individual opportunities, and reduce overall project risk exposure.","['NN', 'NNP', 'VBZ', ':', 'NNP', 'NNP', 'NNP', 'NNP', 'CD', ':', 'NNP', 'CD', 'NNP', 'CC', 'JJ', 'NN', 'NNS', 'MD', 'VB', 'JJ', 'NNS', ',', 'VB', 'JJ', 'NNS', ',', 'CC', 'VB', 'JJ', 'NN', 'NN', 'NN', '.']"
Unsuitable risk responses can have the converse effect.,"['JJ', 'NN', 'NNS', 'MD', 'VB', 'DT', 'NN', 'NN', '.']"
"Once risks have been identified, analyzed, and prioritized, plans should be developed by the nominated risk owner for addressing every individual project risk the project team considers to be sufficiently important, either because of the threat it poses to the project objectives or the opportunity it offers.","['RB', 'NNS', 'VBP', 'VBN', 'VBN', ',', 'VBN', ',', 'CC', 'VBD', ',', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'VBG', 'DT', 'NN', 'NN', 'NN', 'DT', 'NN', 'NN', 'NNS', 'TO', 'VB', 'RB', 'JJ', ',', 'RB', 'IN', 'IN', 'DT', 'NN', 'PRP', 'VBZ', 'TO', 'DT', 'NN', 'VBZ', 'CC', 'DT', 'NN', 'PRP', 'VBZ', '.']"
The project manager should also consider how to respond appropriately to the current level of overall project risk.,"['DT', 'NN', 'NN', 'MD', 'RB', 'VB', 'WRB', 'TO', 'VB', 'RB', 'TO', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NN', '.']"
"Risk responses should be appropriate for the significance of the risk, cost-effective in meeting the challenge, realistic within the project context, agreed upon by all parties involved, and owned by a responsible person.","['NN', 'NNS', 'MD', 'VB', 'JJ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'JJ', 'IN', 'VBG', 'DT', 'NN', ',', 'JJ', 'IN', 'DT', 'NN', 'NN', ',', 'VBN', 'IN', 'IN', 'DT', 'NNS', 'VBN', ',', 'CC', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']"
Selecting the optimal risk response from several options is often required.,"['VBG', 'DT', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'NNS', 'VBZ', 'RB', 'VBN', '.']"
The strategy or mix of strategies most likely to be effective should be selected for each risk.,"['DT', 'NN', 'CC', 'NN', 'IN', 'NNS', 'RBS', 'JJ', 'TO', 'VB', 'JJ', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', '.']"
Structured decision-making techniques may be used to choose the most appropriate response.,"['VBN', 'JJ', 'NNS', 'MD', 'VB', 'VBN', 'TO', 'VB', 'DT', 'RBS', 'JJ', 'NN', '.']"
"For large or complex projects, it may be appropriate to use a mathematical optimization model or real options analysis as a basis for a more robust economic analysis of alternative risk response strategies.","['IN', 'JJ', 'CC', 'JJ', 'NNS', ',', 'PRP', 'MD', 'VB', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', 'CC', 'JJ', 'NNS', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'RBR', 'JJ', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NN', 'NNS', '.']"
"Specific actions are developed to implement the agreed-upon risk response strategy, including primary and backup strategies, as necessary.","['JJ', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', 'NN', ',', 'VBG', 'JJ', 'CC', 'JJ', 'NNS', ',', 'IN', 'JJ', '.']"
A contingency plan (or fallback plan) can be developed for implementation if the selected strategy turns out not to be fully effective or if an accepted risk occurs.,"['DT', 'NN', 'NN', '(', 'CC', 'VB', 'NN', ')', 'MD', 'VB', 'VBN', 'IN', 'NN', 'IN', 'DT', 'VBN', 'NN', 'VBZ', 'RP', 'RB', 'TO', 'VB', 'RB', 'JJ', 'CC', 'IN', 'DT', 'VBN', 'NN', 'NNS', '.']"
Secondary risks should also be identified.,"['JJ', 'NNS', 'MD', 'RB', 'VB', 'VBN', '.']"
Secondary risks are risks that arise as a direct result of implementing a risk response.,"['JJ', 'NNS', 'VBP', 'NNS', 'WDT', 'VBP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'DT', 'NN', 'NN', '.']"
A contingency reserve is often allocated for time or cost.,"['DT', 'NN', 'NN', 'VBZ', 'RB', 'VBN', 'IN', 'NN', 'CC', 'NN', '.']"
"If developed, it may include identification of the conditions that trigger its use.","['IN', 'VBN', ',', 'PRP', 'MD', 'VB', 'NN', 'IN', 'DT', 'NNS', 'WDT', 'VBP', 'PRP$', 'NN', '.']"
PLAN RISK RESPONSES: INPUTS 11.,"['NN', 'NNP', 'NNP', ':', 'NNP', 'CD', '.']"
PROJECT MANAGEMENT PLAN Described in Section 4.,"['NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CD', '.']"
Project management plan components include but are not limited to: Resource management plan.,"['NNP', 'NN', 'NN', 'NNS', 'VBP', 'CC', 'VBP', 'RB', 'VBN', 'TO', ':', 'NNP', 'NN', 'NN', '.']"
Described in Section 9.,"['VBN', 'IN', 'NN', 'CD', '.']"
The resource management plan is used to help uu determine how resources allocated to agreed-upon risk responses will be coordinated with other project resources.,"['DT', 'NN', 'NN', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'VB', 'VB', 'WRB', 'NNS', 'VBD', 'TO', 'JJ', 'NN', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'JJ', 'NN', 'NNS', '.']"
Risk management plan.,"['NNP', 'NN', 'NN', '.']"
Described in Section 11.,"['VBN', 'IN', 'NN', 'CD', '.']"
Risk management roles and responsibilities and risk uu thresholds are used in this process.,"['NNP', 'NN', 'NNS', 'CC', 'NNS', 'CC', 'NN', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NN', '.']"
Cost baseline.,"['NN', 'NN', '.']"
Described in Section 7.,"['VBN', 'IN', 'NN', 'CD', '.']"
The cost baseline has information on the contingency fund that is uu allocated to respond to risks.,"['DT', 'NN', 'NN', 'VBZ', 'NN', 'IN', 'DT', 'NN', 'NN', 'WDT', 'VBZ', 'JJ', 'VBN', 'TO', 'VB', 'TO', 'NNS', '.']"
PROJECT DOCUMENTS Project documents that can be considered as inputs for this process include but are not limited to: Lessons learned register.,"['NN', 'NNP', 'NNP', 'NNS', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'CC', 'VBP', 'RB', 'VBN', 'TO', ':', 'NNS', 'VBD', 'NN', '.']"
Described in Section 4.,"['VBN', 'IN', 'NN', 'CD', '.']"
Lessons learned about effective risk responses used in uu earlier phases of the project are reviewed to determine if similar responses might be useful during the remainder of the project.,"['NNS', 'VBD', 'IN', 'JJ', 'NN', 'NNS', 'VBN', 'IN', 'JJ', 'JJR', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'VBN', 'TO', 'VB', 'IN', 'JJ', 'NNS', 'MD', 'VB', 'JJ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
Project schedule.,"['NN', 'NN', '.']"
Described in Section 6.,"['VBN', 'IN', 'NN', 'CD', '.']"
The schedule is used to determine how agreed-upon risk uu responses will be scheduled alongside other project activities.,"['DT', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'WRB', 'JJ', 'NN', 'JJ', 'NNS', 'MD', 'VB', 'VBN', 'RB', 'JJ', 'NN', 'NNS', '.']"
Project team assignments.,"['NNP', 'NN', 'NNS', '.']"
Described in Section 9.,"['VBN', 'IN', 'NN', 'CD', '.']"
Project team assignments can show the resources uu that can be allocated to agreed-upon risk responses.,"['NNP', 'NN', 'NNS', 'MD', 'VB', 'DT', 'NNS', 'VBP', 'IN', 'MD', 'VB', 'VBN', 'TO', 'JJ', 'NN', 'NNS', '.']"
Resource calendars.,"['NNP', 'NNS', '.']"
Described in Section 9.,"['VBN', 'IN', 'NN', 'CD', '.']"
